Competitor,Angle Category,Hook Copy,Transcript,Visual Style,Nicho,Longevity Tier
Beleza Brasileira,Pain-to-Solution,Será que o BB cream realmente funciona,"E a pergunta que eu mais recebo é se o Bumbum Cream realmente funciona. O que será, gente? Ele tem ativos que ativam a circulação tendo efeito termogênico na pele. Ele combate estrias, celulites e aqueles pelinhos encravados indesejados. Esse é o meu posterior de coxa antes do uso do Bumbum Cream. E esse é meu posterior de coxa hoje, com o uso do Bumbum Cream e uma rotina de treinos. Então sim, o Bumbum Cream realmente funciona. E com o cupom do Garcia você tem desconto em todo o site.","Aqui está a análise:

1.  **Formato visual:** Aplicação de produto, lifestyle, e antes-depois com estética de UGC.
2.  **Iluminação:** Misto, com predomínio de iluminação artificial de ambientes internos.
3.  **Foco corporal:** Aplicação do produto e demonstração de resultados nas coxas.
4.  **Paleta de cores:** Neutros com toques de amarelo.
5.  **Qualidade de produção:** UGC casual, com edição competente.
6.  **Elemento principal de atenção:** A transformação visível nas coxas e o efeito termogênico.",Beleza,Performer
Plato,Lifestyle/Aspiration,quando o conjunto resolve tudo 💚,"Conjunto alfaiatária de bata e calça de apenas 179. Arrume isso comigo com cada cor. Começando pelo marrom, lastex nas costas, bracelete. E o uau, não precisa de mais nada. Já o preto, um all black de respeito. Esse conjunto merece um de cada cor. Agora o nude, todos os detalhes pra vocês. Adicionei com um colar pra finalizar o look. E o uau, o que é esse conjunto? Cherry. Tá sempre presente no nosso guarda-roupas. Que merece o seu. E disponível em tamanhos PMG, hein? Uma tonalidade um pouco mais clara do marrom. E também o verde. Tá difícil escolher uma cor só, mas por R$179,00... Você pode sim levar mais de uma cor. Clica agora em Saiba Mais e Garanta. Um beijo.","Aqui está a análise do vídeo:

1.  **Formato visual:** Showcase de produto com estilo UGC/Get Ready With Me.
2.  **Iluminação:** Misto, com luz ambiente suave e uma fonte de luz artificial para realce.
3.  **Ambiente:** Interno.
4.  **Paleta de cores:** Neutros, terrosos e clássicos.
5.  **Qualidade de produção:** Semi-profissional.
6.  **Elemento principal de atenção:** A apresentadora e as cores das roupas.",Moda,Long-Runner
Live!,Benefit/Result,grwm — linha performance @liveoficial ❤️‍🔥 10% off:,Música,"Aqui está a análise:

1.  **Formato visual:** GRWM (Get Ready With Me) estilo lifestyle fitness com produto em uso.
2.  **Iluminação:** Natural/Orgânico, com luz abundante de ambiente externo.
3.  **Ambiente:** Doméstico, na sala de estar/quarto da influenciadora.
4.  **Paleta de cores:** Vermelho vibrante contrastando com neutros e azul claro.
5.  **Qualidade de produção:** Semi-profissional, com edição limpa e foco no produto.
6.  **Elemento principal de atenção:** A transição da roupa casual para a roupa esportiva de cor vibrante.",Wellness,Testing
Beleza Brasileira,Pain-to-Solution,"Mudou completamente a minha pele depois de começar a fazer massagem com o Bumbum Cream da @belezabrasileirabr @usebumbumcream porque além da Centella Asiática, ele tem esses ativos termogênicos que aj","Sabe aquela manchinha ou textura na pele que vira e mexe te incomoda? Eu descobri o segredo pra resolver isso. Esse é o Bumbum Cream, um tratamento completo com centela asiática e ativos termogênicos. Ele ajuda a reduzir estrias, celulite e até aquelas bolinhas no bumbum, deixando a pele super firme e uniforme. A textura é incrível e a absorção é muito rápida. Quer um bumbum lisinho e radiante? Use o cupom VICKRODRIGUES e aposte no Bumbum Cream.","Aqui está a análise:

1.  **Formato visual:** Aplicação de produto e lifestyle, com narrativa de problema-solução.
2.  **Iluminação:** Estúdio/Ring Light, bem distribuída e suave.
3.  **Foco corporal:** Produto sendo aplicado nas pernas e coxas, com menção ao bumbum.
4.  **Paleta de cores:** Amarelo vibrante, branco e tons de pele.
5.  **Qualidade de produção:** Semi-profissional a profissional (imagem nítida, edição fluida).
6.  **Elemento principal de atenção:** A textura da pele antes/depois da aplicação e o produto em si.",Beleza,Testing
Plato,Lifestyle/Aspiration,o conjunto de cotele que dispensa complementos 🤎,"Música Parece que se apaixonou Lançamento é esse amor Música Linda Dói Dói demais Chique não Música Música Música Música Nunca mais eu vou poder te abraçar, te abraçar, te abraçar.","Aqui está a análise do vídeo de anúncio:

1.  **Formato visual:** Showcase de produto com elementos de lifestyle e UGC.
2.  **Iluminação:** Mista - luz natural indireta complementada por iluminação interna embutida.
3.  **Ambiente:** Interno - apartamento/residência moderna e clean.
4.  **Paleta de cores:** Neutros, terrosos (marrom), tons quentes.
5.  **Qualidade de produção:** Semi-profissional.
6.  **Elemento principal de atenção:** A presentadora dinâmica e o conjunto de roupas marrom.",Moda,Long-Runner
Beleza Brasileira,Pain-to-Solution,Não é genética,"Hoje eu vou te contar três segredos chocantes que mulheres que têm pele boa não querem que você saiba. Primeiro, elas não têm pele boa só por causa da alimentação. Se fosse isso, ninguém tinha pele encravada, textura áspera e aquelas bolinhas no corpo, mesmo comendo serra. Segunda, ninguém tem genética tão boa que não precise cuidar. Genética ajuda, mas rotina ganha. E terceiro, a pele delas não é bonita naturalmente. Elas só fazem um protocolo simples e repetem, todo dia, sem mistério. E eu vou ser bem honesta, eu comecei um protocolo que eu vi uma blogueira postar e minha vida mudou. Eu não tenho mais pele encravado, minha pele ficou muito mais lisinha e a aspereza sumiu. Eu senti diferença até na gordura localizada e na textura da pele. E o que eu fiz? Testei o kit corpo perfeito. E o melhor, comprando kit, ainda ganha uma na SSE grátis. Tá duvidando? Faz o teste com meu cupom e depois vem me contar. Eu quero ver você dizendo que não mudou.","Aqui está a análise do vídeo:

1.  **Formato visual:** UGC talking head, aplicação de produto e demonstrações de antes-depois (implícito).
2.  **Iluminação:** Misto (natural/orgânico com provável uso de ring light ou luz de preenchimento).
3.  **Foco corporal:** Produto sendo aplicado no corpo (perna) e demonstração geral do corpo (pernas, abdômen).
4.  **Paleta de cores:** Neutra (fundo, roupas) com toques vibrantes (embalagens dos produtos).
5.  **Qualidade de produção:** UGC casual, mas bem editado e com boa clareza.
6.  **Elemento principal de atenção:** A apresentadora, suas dicas e a demonstração dos produtos.",Beleza,Performer
Creamy Skincare,Benefit/Result,"O Retinal atua gradualmente na renovação da pele, ajudando a suavizar linhas, melhorar a textura e reduzir imperfeições","Gente, eu vi que vocês amaram esse vídeo do retinal coreano que eu postei. E a pergunta que eu mais recebi foi Nelly, existe algo parecido por aqui? E a resposta é sim, e eu vou te mostrar ele agora. Ele é o primeiro produto nacional a trazer a concentração máxima permitida de retinaldeído, que é o mesmo ativo que tá bombando lá fora. Com resultados até 11 vezes mais rápidos que o retinol e sem irritar a pele. Uma coisa que eu amo nele é que a fórmula vai além do retinal. Ele tem gluconolactona, que ajuda a renovar a pele e fortalecer a barreira de proteção. Se você quer um produto realmente eficaz, com a mais alta tecnologia, que não vai pesar no seu bolso, o Retinal da Creamy é a escolha perfeita. Funciona pra todos os tipos de pele e é uma das melhores novidades que eu testei esse ano.","Aqui está a análise do vídeo:

1.  **Formato visual:** UGC talking head com aplicação de produto em tela dividida.
2.  **Iluminação:** Mista, com predominância de luz suave e uniforme (provavelmente ring light/estúdio) e alguns elementos naturais.
3.  **Foco na pele:** Textura realista visível, sem filtros excessivos.
4.  **Paleta de cores:** Vibrante, clara e limpa (vermelho, amarelo, azul pastel, neutros).
5.  **Qualidade de produção:** Semi-profissional, com boa edição, áudio e iluminação controlada.
6.  **Elemento principal de atenção:** A apresentadora envolvente e a demonstração do produto na pele.",Beleza,Long-Runner
Plato,Benefit/Result,blusa de tricot bufante que já é o look do dia 🎀,"assunto aqui é o quê? A nossa blusa lindíssima, toda manga bufante, que com essa composição aqui, eu vou falar uma coisa pra vocês, eu achei tão chique, e ao mesmo tempo são só duas peças, só a saia e a blusa, vocês não precisam pôr cinto, não precisam pôr nada, porque a saia já tem um detalhe aqui no cos, lindíssimo, olha isso, no couro trançado, essa saia, amor, não, vai por mim, é uma saia maravilhosa, que vai super compor, tá? Com a sua blusa, manga bufante, agora nessa nova temporada. E olha a quantidade de tecido que ela tem aqui. Nossa! Amei isso daqui! Nossa, a preta tá, com certeza, entre uma das minhas favoritas. Vou deixar um videozinho ali do trepé, que a iluminação lá tá melhor pra vocês conseguirem identificar. Amei!","Aqui está a análise:

1.  **Formato visual:** UGC talking head / showcase de produto.
2.  **Iluminacao:** Mista - utiliza iluminação interna do ambiente.
3.  **Ambiente:** Interno.
4.  **Paleta de cores:** Preto e neutros.
5.  **Qualidade de producao:** UGC casual.
6.  **Elemento principal de atencao:** A saia de franjas.",Moda,Solid
Plato,Benefit/Result,blusa de tricot bufante que já é o look do dia 🎀,"E sem a jaqueta de couro, eu quero mostrar pra vocês tanto os detalhes só da nossa blusa e da calça, quanto também relembrar vocês que esse é o nosso conjunto suede, tá? Ele vai com esse colete. Olha isso. Lindo! Pra você garantir junto, tá? Eu amo o azul marinho junto com o caramelo. Nossa, eu acho que dá um match lindíssimo. Adicionei o nosso cinza em couro legítimo, como eu já mostrei pra vocês. E essa blusa, amor, olha isso. maravilhosa isso daqui vai esgotar em minutos no site, depois ó, não diga que eu não te avisei tá, então já corre pra garantir a sua, antes que você veja lá esgotado esgotado e se clotando o nosso direto, portanto você vai chegar em posição já corre e vem garantir a sua um beijo","Aqui está a análise do vídeo:

1.  **Formato visual:** Showcase de produto / Talking head
2.  **Iluminação:** Misto - Luzes de teto artificiais, bem distribuídas e claras.
3.  **Ambiente:** Interno - Residencial moderno (sala/cozinha integrada).
4.  **Paleta de cores:** Caramelo, azul-marinho e tons neutros.
5.  **Qualidade de produção:** Semi-profissional.
6.  **Elemento principal de atenção:** A apresentadora, com foco nos detalhes da roupa.",Moda,Solid
Beleza Brasileira,Benefit/Result,Não tem mistério,"Três segredos chocantes que as mulheres que têm pele boa não querem que você saia. Primeiro, elas não têm pele boa só por causa da alimentação. Se fosse só isso, ninguém tinha pelo encravado, textura áspera e aquelas bolinhas no corpo mesmo comendo certo. Segundo, ninguém tem genética tão boa que não precise cuidar. Até porque a genética ajuda, né? Mas a rotina sempre ganha. E terceiro, a pele delas não é bonita naturalmente. Isso é fruto de seguir um protocolo e repetir, sem mistério. E o kit combo perfeito, que inclui o barriguinho, o bumbum cuinho e o esfrega, é a solução que você buscava. E comprando ele no site da Beleza Brasileira, você ganha uma necessaire grátis. Sim, grátis. E eu já fui garantia minha. E se você tá duvidando, olha aqui. Entra no site da Beleza Brasileira, rola um pouquinho pra baixo e você já vai achar. Olha que linda essa necessaire. E não esquece de usar o cupom ISAICO pra ter mais 10% off. Duvido você me falar depois que sua pele não mudou. Beijo!","1.  **Formato visual:** Lifestyle / Influencer-style com integração de produto.
2.  **Iluminação:** Mista (predominantemente artificial de academia).
3.  **Foco corporal:** Produto sendo segurado no corpo / demonstrado para corpo.
4.  **Paleta de cores:** Vibrante, tons pastel.
5.  **Qualidade de produção:** Semi-profissional (para redes sociais).
6.  **Elemento principal de atenção:** A influenciadora e os produtos.",Beleza,Performer
Creamy Skincare,Pain-to-Solution,Cada pele pede um tipo de limpeza e a Creamy tem todas,"E é que a etapa mais importante do seu skincare é a limpeza. E saber escolher o limpador certo pro seu tipo de pele vai fazer muita diferença. E eu vou te ajudar, é claro. Com o creaming. O limpador glicerinado é um coringa. Serve pra todos os tipos de pele e ele deixa um fundo leve de hidratação. Cal gel de limpeza é perfeito para peles oleosas sensíveis e mistas. E tem centela asiática pra acalmar a pele e zinco-PCA, que é antimicrobiano. Péle madura e sensibilizada, emoção de limpeza. Ela é mais grossinha, tem vitamina E e vai deixar sua pele bem hidratada. Melhorando também a vermelhidão, porque tem centela asiática na composição. Agora, se você tem oleosidade excessiva, Você vai de limpador facial anti oleosidade. O ácido salicílico vai desobstruir os seus poros, controlando a oleosidade. O ácido mandélico ajuda com as manchas. E os probióticos vão deixar sua barreira cutânea íntegra. É por isso que eu falo, quem usa cream se apaixona. Então vai lá e já me conta qual vai ser o seu limpador facial escolhido. E usa o nosso cupom Jardel, é claro. Tchau!","Aqui está a análise do vídeo:

1.  **Formato visual:** UGC talking head (apresentador falando diretamente para a câmera).
2.  **Iluminação:** Estúdio/Ring Light, bem distribuída e frontal.
3.  **Foco na pele:** Textura realista visível.
4.  **Paleta de cores:** Pastel vibrante, clean.
5.  **Qualidade de produção:** Semi-profissional (estilo influencer).
6.  **Elemento principal de atenção:** O apresentador carismático e as embalagens coloridas dos produtos.",Beleza,Performer
